Company_Name,DUNS_Num,CIK_Num,Year_x,Funding_Type,Funding_Amt,Funding_Source,HC_Status,HC_Maturity,HC_Section,HC_Phase
"Gray, Navarro and Jones",827811626,1648827,1991,Government Award,367011,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Norton, Griffin and Gibson",827811626,1648827,1995,Series F,275381,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Davis, Anderson and Gonzales",827811626,1648827,1982,Series E,245411,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mitchell LLC,827811626,1648827,2008,Series C,746299,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gentry-Ballard,827811626,1648827,2015,Seed,521744,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Jones and Sons,827811626,1648827,2021,Series C,959158,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johnson Inc,827811626,1648827,2008,Series C,483832,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Snow, Robinson and Sanchez",827811626,1648827,1995,Series D,829490,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Banks Ltd,827811626,1648827,2006,Series D,105399,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Smith-Williams,827811626,1648827,1995,Series A,528607,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Cochran-Parker,827811626,1648827,1979,Government Award,592576,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Hernandez-Payne,827811626,1648827,2018,Series B,766363,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jordan-Villarreal,827811626,1648827,2002,Series E,491431,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stevenson PLC,827811626,1648827,1983,Government Award,770903,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Lane PLC,827811626,1648827,2009,Series A,96520,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Forbes, Lawrence and Jones",827811626,1648827,1982,Series A,339698,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wilson LLC,827811626,1648827,1988,Series C,221363,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Gardner, Ward and Mann",827811626,1648827,2015,Series A,594823,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Smith, Foley and Figueroa",827811626,1648827,2013,Series E,724071,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Marshall-Wood,827811626,1648827,1974,Government Award,743177,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Anderson, Davidson and Quinn",827811626,1648827,1988,Series A,642326,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Harrison-Cross,827811626,1648827,1988,Series B,38786,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Riley Group,827811626,1648827,1994,Series D,130168,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hart, Hoffman and Cooper",827811626,1648827,1980,Series B,295882,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Reynolds-Davidson,827811626,1648827,2013,Series F,832893,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Harrington Ltd,827811626,1648827,1988,Series D,50781,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Webb, Roman and Singh",827811626,1648827,2013,Government Award,266034,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Singleton-Butler,827811626,1648827,2001,Seed,709153,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Richards Ltd,827811626,1648827,1997,Series A,10360,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Perry-Smith,827811626,1648827,1999,Series C,905518,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Spence, Gomez and Hudson",827811626,1648827,1981,Government Award,578707,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Hays PLC,827811626,1648827,2013,Series C,8600,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Harris, Mcfarland and Carter",827811626,1648827,1980,Series D,194105,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Smith, Jones and Ramirez",827811626,1648827,2005,Series C,258751,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Walker, Marshall and Collins",827811626,1648827,2015,Series F,464873,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Clark, Edwards and Osborne",827811626,1648827,1991,Series E,146875,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Brock-Buchanan,827811626,1648827,1994,Series A,769358,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wilcox-Phillips,827811626,1648827,1972,Government Award,343114,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Boyle-Sanders,827811626,1648827,1998,Series E,46361,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Patrick Group,827811626,1648827,1981,Government Award,124441,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Waters, Jensen and Johnson",827811626,1648827,1984,Series E,647474,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Franklin PLC,827811626,1648827,1997,Series B,574944,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Singleton, Bridges and Rojas",827811626,1648827,1989,Series B,171631,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Everett Ltd,827811626,1648827,2006,Series D,151048,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Allen, Mcguire and Stevens",827811626,1648827,1976,Series D,769593,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Schroeder-Combs,827811626,1648827,2012,Series F,795514,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Booth, Cardenas and Lloyd",827811626,1648827,1989,Series B,403007,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Acosta-Lin,827811626,1648827,2006,Seed,897270,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
King-Carter,827811626,1648827,1998,Seed,100849,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Boyd-Brewer,827811626,1648827,1999,Series A,597942,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Moore, Cunningham and Johnston",827811626,1648827,1986,Series A,477663,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Fitzgerald Inc,827811626,1648827,1991,Seed,807351,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Bradford, King and Nunez",827811626,1648827,2018,Series C,934746,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Allison Group,827811626,1648827,2003,Series F,880277,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hill and Sons,827811626,1648827,1972,Series A,386012,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Wong, Powell and Santos",827811626,1648827,1993,Series A,91477,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Williams-Lara,827811626,1648827,1985,Series B,301280,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Thompson, Miller and Wheeler",827811626,1648827,1985,Series F,341346,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Kane-Schmidt,827811626,1648827,2017,Seed,243727,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Andrews Ltd,827811626,1648827,1997,Series A,327745,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wilson-Lee,827811626,1648827,1982,Series A,494919,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Anderson-Schmitt,827811626,1648827,1982,Seed,458204,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Gonzalez-Allen,827811626,1648827,2019,Series B,873534,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Santos, Patel and Wheeler",827811626,1648827,1990,Series D,896530,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Perez-Allen,827811626,1648827,1987,Seed,287971,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Moore-Olsen,827811626,1648827,1974,Series F,596936,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Payne-Coleman,827811626,1648827,1976,Series D,258400,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Lowe, Jackson and Smith",827811626,1648827,1989,Series C,845909,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Snyder, Davis and Lowery",827811626,1648827,1975,Seed,315876,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Walker-George,827811626,1648827,1983,Series F,412024,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Perry, Briggs and Wood",827811626,1648827,1990,Government Award,811895,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Williams, Kelly and Scott",827811626,1648827,2019,Series C,24334,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Robinson, Smith and Davis",827811626,1648827,1974,Series E,16088,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Castillo, Mcintosh and Benson",827811626,1648827,2002,Government Award,625098,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Dean-Oneill,827811626,1648827,2003,Series D,168029,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jacobs, Young and Porter",827811626,1648827,2020,Series C,21468,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Chandler Ltd,827811626,1648827,1973,Series C,118573,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Chung Inc,827811626,1648827,1987,Series E,331233,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rivera-Murray,827811626,1648827,2002,Series F,154607,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Diaz-Francis,827811626,1648827,1973,Seed,5255,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Velazquez Inc,827811626,1648827,2009,Series B,348425,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hunt Inc,827811626,1648827,1976,Series B,556463,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Bird Group,827811626,1648827,1978,Government Award,701562,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Graham Group,827811626,1648827,1992,Series E,152684,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Byrd-Rogers,827811626,1648827,1983,Series E,998898,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wolf and Sons,827811626,1648827,1974,Government Award,757565,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Houston, Bishop and Turner",827811626,1648827,1987,Series B,572748,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Johnson, Hall and Gregory",827811626,1648827,1979,Series F,817158,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Aguirre-Guzman,827811626,1648827,1993,Series D,1314,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gutierrez-Salas,827811626,1648827,2010,Series B,78773,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Castillo, Warner and Carr",827811626,1648827,1979,Seed,392884,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Snow, Roy and Nguyen",827811626,1648827,1983,Seed,874512,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Lopez, Tran and Quinn",827811626,1648827,1970,Seed,608109,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Shelton LLC,827811626,1648827,2005,Government Award,362589,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Harper and Sons,827811626,1648827,2002,Series F,690684,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Miller, Henry and Collier",827811626,1648827,1983,Series B,528152,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Anderson Group,827811626,1648827,1983,Series C,972875,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Owen-Wiggins,827811626,1648827,2000,Series F,142493,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Webb, Mcintyre and Burke",827811626,1648827,1985,Series F,859493,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Maxwell-Lane,827811626,1648827,1972,Series E,244451,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Velez, Ramos and Spears",827811626,1648827,1994,Government Award,667475,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Mcclain-Potter,827811626,1648827,1990,Series A,606631,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Short LLC,827811626,1648827,1995,Series D,633985,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Ward, Martin and Allen",827811626,1648827,1985,Series C,798087,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cooper and Sons,827811626,1648827,1981,Series F,421905,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Davila Inc,827811626,1648827,1970,Series C,560972,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Park Inc,827811626,1648827,2018,Series C,388826,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Heath Ltd,827811626,1648827,2020,Series C,229070,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Chambers-Morgan,827811626,1648827,1981,Series B,882313,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Clark, Hunt and Collins",827811626,1648827,2006,Series F,622247,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Watkins Inc,827811626,1648827,1996,Series B,360189,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jimenez, Bryant and Shields",827811626,1648827,1983,Government Award,806094,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Murphy-Small,827811626,1648827,2017,Government Award,843911,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Gray, Phillips and Stewart",827811626,1648827,1988,Series F,15823,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Arroyo, Williamson and Jones",827811626,1648827,1975,Series C,125569,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Simon Ltd,827811626,1648827,2020,Series A,439462,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Jenkins Ltd,827811626,1648827,1997,Series E,391539,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mitchell and Sons,827811626,1648827,2013,Seed,508246,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Warren Inc,827811626,1648827,2015,Series B,484664,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cross and Sons,827811626,1648827,1990,Government Award,674145,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Cook LLC,827811626,1648827,1982,Series B,475662,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Duran-Cunningham,827811626,1648827,2004,Seed,499902,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Sharp Group,827811626,1648827,2015,Series E,47261,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lewis-Haas,827811626,1648827,1974,Series C,403156,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Johnson, Hopkins and Bell",827811626,1648827,2018,Government Award,506905,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Greer-Ortiz,827811626,1648827,1991,Series D,189200,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jackson-Castro,827811626,1648827,1992,Series D,756827,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Meadows, Jordan and Ayala",827811626,1648827,2015,Series C,118767,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lee and Sons,827811626,1648827,2017,Series A,425641,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Patel-Thompson,827811626,1648827,1999,Series D,70313,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stevens-Jordan,827811626,1648827,1970,Series E,482646,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Young, Murphy and Krueger",827811626,1648827,2012,Series D,325719,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Saunders, Moreno and Davis",827811626,1648827,1992,Series D,575487,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Watson PLC,827811626,1648827,2001,Series D,834508,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Williams and Sons,827811626,1648827,2013,Series A,815876,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Moore, Miller and Tran",827811626,1648827,1983,Series C,917867,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Nunez, Miller and Tapia",827811626,1648827,1974,Seed,550796,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Walters-Lee,827811626,1648827,1972,Series E,484494,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Oneal LLC,827811626,1648827,1973,Series F,811172,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Potter, Wheeler and Ibarra",827811626,1648827,1984,Series D,260196,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mullins Group,827811626,1648827,2011,Series A,643371,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Marquez, White and Reed",827811626,1648827,1988,Series B,670255,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hernandez-Thompson,827811626,1648827,2020,Series B,98664,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Rodriguez, Brennan and Jimenez",827811626,1648827,1972,Series C,479738,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Nelson-Chen,827811626,1648827,2005,Seed,484214,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Dickerson-Santana,827811626,1648827,2006,Series D,54477,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Bell-Garza,827811626,1648827,1987,Series A,919062,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Graham Ltd,827811626,1648827,1973,Series B,354215,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Burton, Morales and Lee",827811626,1648827,1975,Series D,986025,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Lee, Jordan and Gonzalez",827811626,1648827,2009,Series F,911530,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Suarez, Perez and Mccullough",827811626,1648827,2000,Series C,700651,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ruiz LLC,827811626,1648827,2006,Seed,588584,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Schmidt Ltd,827811626,1648827,2007,Series D,376059,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Townsend, Smith and Martin",827811626,1648827,2008,Series F,576857,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wright-Martin,827811626,1648827,2015,Series D,141770,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Fox, Roberts and Marquez",827811626,1648827,1989,Series F,319237,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Holt, Marquez and Wood",827811626,1648827,2019,Series F,576293,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wright-Clark,827811626,1648827,1994,Series E,374436,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Perry-Yang,827811626,1648827,1981,Seed,725275,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Hardin Group,827811626,1648827,2003,Series E,281075,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Simmons, Stewart and Aguilar",827811626,1648827,2004,Seed,127763,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Evans-Potter,827811626,1648827,1991,Series B,824369,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Martinez PLC,827811626,1648827,1971,Seed,194045,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Martinez, Beard and Garza",827811626,1648827,1978,Series E,287518,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ruiz Ltd,827811626,1648827,1994,Series E,973261,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wood, Porter and Anderson",827811626,1648827,2015,Series F,872766,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Ruiz, Parker and Brown",827811626,1648827,2016,Series B,445140,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Torres-Cochran,827811626,1648827,1980,Series D,278564,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lyons LLC,827811626,1648827,1994,Series A,738063,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Bell-Sanders,827811626,1648827,2007,Series A,793600,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Figueroa Ltd,827811626,1648827,2021,Series B,456683,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Newman-Washington,827811626,1648827,1978,Series F,196497,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Palmer Ltd,827811626,1648827,2007,Seed,522612,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Baker Ltd,827811626,1648827,1995,Series D,621654,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Black, Miller and Rivera",827811626,1648827,2020,Government Award,21977,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Rojas Inc,827811626,1648827,1994,Series D,63323,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Snyder PLC,827811626,1648827,2005,Series A,876829,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Espinoza-Henderson,827811626,1648827,1973,Series F,28929,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ford Group,827811626,1648827,1985,Series F,789992,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gonzalez Inc,827811626,1648827,1972,Government Award,507104,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Tran Ltd,827811626,1648827,2012,Series D,583776,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Duke and Sons,827811626,1648827,1977,Series B,793648,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Martinez, Miller and Franco",827811626,1648827,1987,Series B,627466,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rogers Inc,827811626,1648827,1976,Series E,175192,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wilson, Washington and David",827811626,1648827,2017,Series E,112488,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rose LLC,827811626,1648827,1970,Series B,712980,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
